"Guid","Base64 Guid","Type","Asset Name"
"84770f19-40fb-4bc3-be3c-a9c84724cc30","GQ93hPtAw0u+PKnIRyTMMA==","(Hay_Bale_Sandbox)Variant","(Hay_Bale_Sandbox)Variant"
"e022c17d-c412-4fe7-97e4-6d14dcf09df5","fcEi4BLE50+X5G0U3PCd9Q==","(HolotarProjector_CV1)","(HolotarProjector_CV1)"
"228cf73c-e588-4bfd-a6a6-cd13773c6854","PPeMIojl/Uumps0TdzxoVA==","(HolotarProjector_CV2)","(HolotarProjector_CV2)"
"df2c7017-af26-43c5-b39e-955e3665d766","F3As3yavxUOznpVeNmXXZg==","(IBeam_10M_Sandbox)Variant","(IBeam_10M_Sandbox)Variant"
"7f29e24f-e6c1-43f7-8152-f841b2765067","T+Ipf8Hm90OBUvhBsnZQZw==","(IBeam_5M_Sandbox)Variant","(IBeam_5M_Sandbox)Variant"
"87e4a2ad-6201-4f0d-86db-331e5205e9d7","raLkhwFiDU+G2zMeUgXp1w==","(IBeam_Bracket_Sandbox)Variant","(IBeam_Bracket_Sandbox)Variant"
"b7dad285-5676-4433-be94-dfa494d70209","hdLat3ZWM0S+lN+klNcCCQ==","(IcebreakersCardSet)","(IcebreakersCardSet)"
"a6098ff5-a5cf-40e4-b0f2-ccb59d5fe537","9Y8Jps+l5ECw8sy1nV/lNw==","(ImpulseButtonNode)","(ImpulseButtonNode)"
"9429a3d9-039d-4436-b146-bfd7a479eb82","2aMplJ0DNkSxRr/XpHnrgg==","(Impulse_Volume_Sandbox)","(Impulse_Volume_Sandbox)"
"c69347ac-f50e-4289-8cfd-685933c51191","rEeTxg71iUKM/WhZM8URkQ==","(IndicatorNode)","(IndicatorNode)"
"a8f2e656-d58e-4f27-a693-cf13ff088891","VubyqI7VJ0+mk88T/wiIkQ==","(InteractionVolume)","(InteractionVolume)"
"d2f91ce9-7acf-4724-9bb8-c73b2436518e","6Rz50s96JEebuMc7JDZRjg==","(InteractionVolumeV2)","(InteractionVolumeV2)"
"83f39440-bab9-4ba9-af35-baa89d9d1f27","QJTzg7m6qUuvNbqonZ0fJw==","(InvisibleCollision_CV2)","(InvisibleCollision_CV2)"
"549db255-2010-466d-be72-8f163840f0f3","VbKdVBAgbUa+co8WOEDw8w==","(IsleofLostSkulls_GameRuleWrapperCircuit)Variant","(IsleofLostSkulls_GameRuleWrapperCircuit)Variant"
"83a47ce5-f8b8-4429-af78-4bf790260faf","5Xykg7j4KUSveEv3kCYPrw==","(Keepsake)","(Keepsake)"
"afef19e2-afcc-4c85-a140-1ad26350cc71","4hnvr8yvhUyhQBrSY1DMcQ==","(LaserTag_GameRuleWrapperCircuit)Variant","(LaserTag_GameRuleWrapperCircuit)Variant"
"35699fb7-d174-4f6b-b068-d83e19c97a6e","t59pNXTRa0+waNg+Gcl6bg==","(Laundry_Bin)","(Laundry_Bin)"
"68ca40df-b319-4583-beb0-994d30748b66","30DKaBmzg0W+sJlNMHSLZg==","(LawnChair_Sandbox)Variant","(LawnChair_Sandbox)Variant"
"42e1e29a-5984-4f08-ac95-94508987833d","muLhQoRZCE+slZRQiYeDPQ==","(LeaderboardProjector)","(LeaderboardProjector)"
"8d62e36e-37b1-4bf5-bf1e-f81d9434f395","buNijbE39Uu/HvgdlDTzlQ==","(LeaderboardProjector_V2)","(LeaderboardProjector_V2)"
"d4bf86b7-ca65-420f-b299-9d2b5cfe91d2","t4a/1GXKD0KymZ0rXP6R0g==","(Legacy_ScoreInputNodeVisualization)","(Legacy_ScoreInputNodeVisualization)"
"433f6412-a1a8-447e-ba5a-db2e452623ce","EmQ/Q6ihfkS6WtsuRSYjzg==","(Legacy_SetScoreOutputNodeVisualization)","(Legacy_SetScoreOutputNodeVisualization)"
"60efba41-b7f6-4a97-b54c-3aacfc590972","QbrvYPa3l0q1TDqs/FkJcg==","(Light_Chevron_Sandbox)","(Light_Chevron_Sandbox)"
"e46e26c8-4099-485a-b1e3-28825b93f35c","yCZu5JlAWkix4yiCW5PzXA==","(Light_Marquee_Long_Sandbox)","(Light_Marquee_Long_Sandbox)"
"7e2afaf8-c21c-43b0-9547-7feccf90bac9","+PoqfhzCsEOVR3/sz5C6yQ==","(Light_Pendant_Sandbox)Variant","(Light_Pendant_Sandbox)Variant"
"3eb55f00-025e-4f07-b3c8-eeca84b369f5","AF+1Pl4CB0+zyO7KhLNp9Q==","(Light_Strip_Short_Sandbox)","(Light_Strip_Short_Sandbox)"
"a0932e4d-4a39-45a9-94b7-3ac565937eca","TS6ToDlKqUWUtzrFZZN+yg==","(LogPile_Sandbox)Variant","(LogPile_Sandbox)Variant"
"5628b47b-1a7b-4432-9b86-73e528e8d833","e7QoVnsaMkSbhnPlKOjYMw==","(LogScreen)","(LogScreen)"
"de59b813-442f-4ac6-8878-20762403d27b","E7hZ3i9ExkqIeCB2JAPSew==","(Longbow)","(Longbow)"
"c386f0dc-8162-4317-b985-b8705b523879","3PCGw2KBF0O5hbhwW1I4eQ==","(MagicMarker)","(MagicMarker)"
"f152ff8a-27b6-47d9-ad0b-036298e64906","iv9S8bYn2UetCwNimOZJBg==","(MagneticAnchor)","(MagneticAnchor)"
"24345474-ea49-5e24-3ec3-393da7254b94","dFQ0JEnqJF4+wzk9pyVLlA==","(MannequinProp)","(MannequinProp)"
"e469ee80-1c71-4b95-8add-9fe0cb797987","gO5p5HEclUuK3Z/gy3l5hw==","(Marker)","(Marker)"
"8cca7455-eafd-4d0a-8ed9-062908f22797","VXTKjP3qCk2O2QYpCPInlw==","(Marker_Recolorable)Variant","(Marker_Recolorable)Variant"
"a8208ab7-19b6-4e0a-9c48-e3d1d20a4bf6","t4ogqLYZCk6cSOPR0gpL9g==","(MeshPresenter)","(MeshPresenter)"
"758cde26-bfd6-43a5-9598-1791cbcd0350","Jt6Mdda/pUOVmBeRy80DUA==","(MessageOutputNodeVisualization)","(MessageOutputNodeVisualization)"
"7e4d6b6c-829b-41b6-b2d8-03f0a9538a83","bGtNfpuCtkGy2APwqVOKgw==","(MetalBarrel_Sandbox)Variant","(MetalBarrel_Sandbox)Variant"
"6138191d-2d90-4d96-b566-ab8ef50004cb","HRk4YZAtlk21ZquO9QAEyw==","(Microphone)","(Microphone)"
"959e0eb7-a3c6-4b0d-a369-089b2f04cbf2","tw6elcajDUujaQibLwTL8g==","(Microphone_Conference)","(Microphone_Conference)"
"71d94f92-037a-4a34-a3ab-eb43f65feee0","kk/ZcXoDNEqjq+tD9l/u4A==","(MoveableWhiteboard)","(MoveableWhiteboard)"
"70b31ada-94b6-4df4-99f5-5615f3382c1f","2hqzcLaU9E2Z9VYV8zgsHw==","(NavMeshBakeVolume)","(NavMeshBakeVolume)"
"8c184d0a-4684-4130-ab60-38a36bd71045","Ck0YjIRGMEGrYDija9cQRQ==","(OMCreationShapeContainer)","(OMCreationShapeContainer)"
"3563cfe2-4228-435d-b6ad-db8dc6e1254e","4s9jNShCXUO2rduNxuElTg==","(ObjectPlayerMappingNode)","(ObjectPlayerMappingNode)"
"12ecc734-0d58-4667-83ce-752234021d20","NMfsElgNZ0aDznUiNAIdIA==","(ObjectRespawnPoint)","(ObjectRespawnPoint)"
"d02383ea-abf7-454b-a344-d66acbdbb267","6oMj0PerS0WjRNZqy9uyZw==","(ObjectSetTagsNode)","(ObjectSetTagsNode)"
"b3154feb-3b75-42af-9bad-9b6b3ecdaa09","608Vs3U7r0KbrZtrPs2qCQ==","(OutputNodeVisualization)","(OutputNodeVisualization)"
"64b37b72-108c-4a84-8a0f-cbd373812a97","cnuzZIwQhEqKD8vTc4Eqlw==","(Paddleball_GameRuleWrapperCircuit)Variant","(Paddleball_GameRuleWrapperCircuit)Variant"
"31ffcc37-5844-428c-8ad4-d5fd1e51ba18","N8z/MURYjEKK1NX9HlG6GA==","(Paddleball_Paddle)","(Paddleball_Paddle)"
"15869a52-0ee8-4d25-9707-fdec54a4f553","UpqGFegOJU2XB/3sVKT1Uw==","(PaintballAssaultRifle)","(PaintballAssaultRifle)"
"90122768-3cae-47d3-ab0a-7b84b87772a6","aCcSkK4800erCnuEuHdypg==","(PaintballCaptureTheFlag_GameRuleWrapperCircuit)Variant","(PaintballCaptureTheFlag_GameRuleWrapperCircuit)Variant"
"b225dfb9-b20a-497d-8654-a4bcb8af9acd","ud8lsgqyfUmGVKS8uK+azQ==","(PaintballGrenadeLauncher)","(PaintballGrenadeLauncher)"
"5b3c93a9-9f8b-4f1c-a703-96abf274d72a","qZM8W4ufHE+nA5ar8nTXKg==","(PaintballGun)","(PaintballGun)"
"5f7f523d-fd65-438e-88ac-75ec8b5194a9","PVJ/X2X9jkOIrHXsi1GUqQ==","(PaintballGun)Confetti","(PaintballGun)Confetti"
"2102da28-e371-4348-976c-bbb315c08182","KNoCIXHjSEOXbLuzFcCBgg==","(PaintballRifleScoped)","(PaintballRifleScoped)"
"79e9a386-c61a-47e9-9d7b-4a6a0979c765","hqPpeRrG6Uede0pqCXnHZQ==","(PaintballShield)","(PaintballShield)"
"bd378711-4865-4268-89a1-b1cdef04b730","EYc3vWVIaEKJobHN7wS3MA==","(PaintballShotgun)","(PaintballShotgun)"
"730628b3-3a70-4d12-a126-34516314d2b0","sygGc3A6Ek2hJjRRYxTSsA==","(PaintballTeamBattle_GameRuleWrapperCircuit)Variant","(PaintballTeamBattle_GameRuleWrapperCircuit)Variant"
"77583323-9579-44c7-b019-3b0cae3f3cb9","IzNYd3mVx0SwGTsMrj88uQ==","(Paintball_PaintThrower)","(Paintball_PaintThrower)"
"3e930b3d-4a7c-4a21-bdc2-1976bc3fec68","PQuTPnxKIUq9whl2vD/saA==","(Paintball_SplatHammer)","(Paintball_SplatHammer)"
"30f3d9d8-8cd9-48f4-a5bb-cfe61d5053a9","2NnzMNmM9Eilu8/mHVBTqQ==","(Paintball_Target_Sandbox)Variant","(Paintball_Target_Sandbox)Variant"
"81b85068-9c4c-4122-919d-82262a354afd","aFC4gUycIkGRnYImKjVK/Q==","(ParticleEmitter_CV2)","(ParticleEmitter_CV2)"
"7c14da2a-8d25-413b-809e-4701b4b47de1","KtoUfCWNO0GAnkcBtLR94Q==","(PineTree_Dead_Sandbox)Variant","(PineTree_Dead_Sandbox)Variant"
"879d8978-8bc5-4ee8-b217-ded6e6e1f38c","eImdh8WL6E6yF97W5uHzjA==","(PingpongBall)","(PingpongBall)"
"0e0b0b80-ef55-447e-85e5-d128f4cf6b63","gAsLDlXvfkSF5dEo9M9rYw==","(Pingpong_Paddle)","(Pingpong_Paddle)"
"f8510c50-8186-4de6-86fc-bf10cd28ae98","UAxR+IaB5k2G/L8QzSiumA==","(Pipes_Bracket_Sandbox)Variant","(Pipes_Bracket_Sandbox)Variant"
"61c6a398-1bb2-442b-8408-735c2a7b2270","mKPGYbIbK0SECHNcKnsicA==","(Pipes_Curved_Sandbox)Variant","(Pipes_Curved_Sandbox)Variant"
"28c73b9d-5ce8-4b8d-b75a-37db16dfded5","nTvHKOhcjUu3WjfbFt/e1Q==","(Pipes_Straight_Long_Sandbox)Variant","(Pipes_Straight_Long_Sandbox)Variant"
"4a86a285-8237-4079-841c-bfd7db42fe11","haKGSjeCeUCEHL/X20L+EQ==","(Pipes_Straight_Sandbox)Variant","(Pipes_Straight_Sandbox)Variant"
"a3b8e0d7-17a2-44cb-bfa9-e1271500172d","1+C4o6IXy0S/qeEnFQAXLQ==","(PistonGizmo_CV2)","(PistonGizmo_CV2)"
"cb66b878-a532-4069-aa82-ffb5d30e997b","eLhmyzKlaUCqgv+10w6Zew==","(PlayerCreatedSign)","(PlayerCreatedSign)"
"9e9360de-f38c-4f6b-aafd-1036316d7928","3mCTnozza0+q/RA2MW15KA==","(PlayerEventBroadcastVolume)","(PlayerEventBroadcastVolume)"
"e4ad1ff5-5ab6-4ee9-8c65-6dbf9ad331b4","9R+t5LZa6U6MZW2/mtMxtA==","(PlayerEventNode)","(PlayerEventNode)"
"7d1495b7-fbed-4805-8741-c3f134fc790e","t5UUfe37BUiHQcPxNPx5Dg==","(PlayerHitInputNodeVisualization)","(PlayerHitInputNodeVisualization)"
"ca14bf8c-5987-442c-adc4-edb24c2f417f","jL8UyodZLEStxO2yTC9Bfw==","(PlayerRevivedInputNodeVisualization)","(PlayerRevivedInputNodeVisualization)"
"302767b4-71a1-4375-b731-e0c77f475b9c","tGcnMKFxdUO3MeDHf0dbnA==","(PlayerTeamMappingNode)","(PlayerTeamMappingNode)"
"925c5d1a-ed5d-4836-91dd-c1727c47cf89","Gl1ckl3tNkiR3cFyfEfPiQ==","(PoolCue)","(PoolCue)"
"119f2adf-d7fc-420a-8df4-08e7844b2825","3yqfEfzXCkKN9AjnhEsoJQ==","(PoolCueRack)","(PoolCueRack)"
"b431d806-f7a5-4bca-ac90-052c5d0778fc","BtgxtKX3ykuskAUsXQd4/A==","(PoolTable)","(PoolTable)"
"f59d7065-2f65-402a-b7be-f97981adab10","ZXCd9WUvKkC3vvl5ga2rEA==","(PoolTriangle)","(PoolTriangle)"
"37c3bcac-2ff7-4ce4-bf0e-68fac8c01a48","rLzDN/cv5Ey/Dmj6yMAaSA==","(ProximityMine)","(ProximityMine)"
"86cb0625-eddf-4e01-af56-e8ac50f8aa0a","JQbLht/tAU6vVuisUPiqCg==","(PunchingBag)_SpawnableTool","(PunchingBag)_SpawnableTool"
"7527da04-9caa-417a-b13c-4f49b4a4b58f","BNondaqcekGxPE9JtKS1jw==","(Pushgun)","(Pushgun)"
"19221dbc-46c1-4592-9ca1-a9c1acbc7e63","vB0iGcFGkkWcoanBrLx+Yw==","(QuestAIController)DraculaBatLunging","(QuestAIController)DraculaBatLunging"
"16c71f80-b76d-400c-9d97-6e97f97414bc","gB/HFm23DECdl26X+XQUvA==","(QuestAIController)DraculaBatRanged","(QuestAIController)DraculaBatRanged"
"031a0315-cbe1-4b08-b530-daf5cebde748","FQMaA+HLCEu1MNr1zr3nSA==","(QuestAIController)DraculaBellhop","(QuestAIController)DraculaBellhop"
"cf321f34-d1ba-475f-a069-4eae2a94e4eb","NB8yz7rRX0egaU6uKpTk6w==","(QuestAIController)DraculaBoneThrower2020","(QuestAIController)DraculaBoneThrower2020"
"8f5329b3-d324-43cb-bbf8-8537cc493970","sylTjyTTy0O7+IU3zEk5cA==","(QuestAIController)DraculaMelee","(QuestAIController)DraculaMelee"
"55f1825f-8ee8-446b-bec8-d4e1de58db20","X4LxVeiOa0S+yNTh3ljbIA==","(QuestAIController)DraculaWolfLunging2020","(QuestAIController)DraculaWolfLunging2020"
"6295afeb-3d08-452d-b8db-9ad00eed327d","66+VYgg9LUW425rQDu0yfQ==","(QuestAIController)GoblinBasicFlyingRanged","(QuestAIController)GoblinBasicFlyingRanged"
"65bfe277-46bc-4898-b87d-e55bb405dbc8","d+K/ZbxGmEi4feVbtAXbyA==","(QuestAIController)GoblinBasicGroundMelee2020","(QuestAIController)GoblinBasicGroundMelee2020"
"4e7a99ee-55b5-4404-9d4e-dc6352395bc5","7pl6TrVVBESdTtxjUjlbxQ==","(QuestAIController)GoblinBasicGroundRanged","(QuestAIController)GoblinBasicGroundRanged"
"47a526dd-5efe-4c81-94a7-bbf244864394","3SalR/5egUyUp7vyRIZDlA==","(QuestAIController)GoblinBasicMeleePike","(QuestAIController)GoblinBasicMeleePike"
"876ffe8e-62e2-4f17-8061-3c1fc4ecb9a7","jv5vh+JiF0+AYTwfxOy5pw==","(QuestAIController)GoblinEliteFlyingRanged","(QuestAIController)GoblinEliteFlyingRanged"
"dca82c2c-7d8b-4c22-8719-96b0a2571b56","LCyo3It9IkyHGZawolcbVg==","(QuestAIController)GoblinEliteGroundMelee","(QuestAIController)GoblinEliteGroundMelee"
"97f55ecb-1380-449f-ae00-af269565314b","y171l4ATn0SuAK8mlWUxSw==","(QuestAIController)GoblinKnightCharge","(QuestAIController)GoblinKnightCharge"
"fc9a22e4-dfed-4d55-9853-0fd16f716d7c","5CKa/O3fVU2YUw/Rb3FtfA==","(QuestAIController)GoblinKnightSpin","(QuestAIController)GoblinKnightSpin"
"8e582c5f-713d-4101-8eb0-ef9bec0d5605","XyxYjj1xAUGOsO+b7A1WBQ==","(QuestAIController)GoblinVolley","(QuestAIController)GoblinVolley"
"334459fb-182b-4dab-a2ec-122a33739e9f","+1lEMysYq02i7BIqM3Oenw==","(QuestAIController)PirateBottleThrowing","(QuestAIController)PirateBottleThrowing"
"77f8d080-4eb5-4d47-9ae1-0401a762d8bf","gND4d7VOR02a4QQBp2LYvw==","(QuestAIController)PirateExplosiveThrowing","(QuestAIController)PirateExplosiveThrowing"
"98cf0cb7-f507-46be-b0cc-63b1cb53e723","twzPmAf1vkawzGOxy1PnIw==","(QuestAIController)PirateFlintock2020","(QuestAIController)PirateFlintock2020"
"8b1fa394-7110-4cbe-9374-cd21e8f9674a","lKMfixBxvkyTdM0h6PlnSg==","(QuestAIController)PirateGibbet","(QuestAIController)PirateGibbet"
"2fa5f239-4c35-4a4d-b577-2dda367e24a1","OfKlLzVMTUq1dy3aNn4koQ==","(QuestAIController)PirateGroundMelee2020","(QuestAIController)PirateGroundMelee2020"
"c787f41f-4f4a-4b09-9e9d-eebb8f9e64fd","H/SHx0pPCUuene67j55k/Q==","(QuestAIController)SciFiBasicFlyingRanged2020","(QuestAIController)SciFiBasicFlyingRanged2020"
"06d7d0a4-2271-4030-84cd-b9cc70d5b08f","pNDXBnEiMECEzbnMcNWwjw==","(QuestAIController)SciFiBasicGroundRanged","(QuestAIController)SciFiBasicGroundRanged"
"a9e5d521-3fd0-4d18-b5c3-524c5aa60790","IdXlqdA/GE21w1JMWqYHkA==","(QuestAIController)SciFiEliteFlyingRanged","(QuestAIController)SciFiEliteFlyingRanged"
"508a2aee-93c6-48d2-bb88-652c3dacd4dd","7iqKUMaT0ki7iGUsPazU3Q==","(QuestAIController)SciFiEliteGroundRanged","(QuestAIController)SciFiEliteGroundRanged"
"b57c8ad3-f34d-423a-8aa1-a640840bc79d","04p8tU3zOkKKoaZAhAvHnQ==","(QuestAIController)SciFiGroundExplosive","(QuestAIController)SciFiGroundExplosive"
"078b975a-8969-4571-9855-d6e9a60164dc","WpeLB2mJcUWYVdbppgFk3A==","(QuestAIController)SciFiKnightAssassin","(QuestAIController)SciFiKnightAssassin"
"51376eb3-8869-4491-aab7-3f34c011453e","s243UWmIkUSqtz80wBFFPg==","(QuestForTheGoldenTrophy_GameRuleWrapperCircuit)Variant","(QuestForTheGoldenTrophy_GameRuleWrapperCircuit)Variant"
"def12153-1acf-492c-9b09-e8941e4827b8","UyHx3s8aLEmbCeiUHkgnuA==","(QuestMeatSword)","(QuestMeatSword)"
"d0b27700-62c7-4a84-8a13-0edcf17e7cbc","AHey0MdihEqKEw7c8X58vA==","(QuestShield)","(QuestShield)"
"b48950c0-d817-48ab-9e97-3e0987f11c02","wFCJtBfYq0ielz4Jh/EcAg==","(QuestSword)","(QuestSword)"
"6a8770b3-cd97-4145-9401-aaeffb9e5211","s3CHapfNRUGUAarv+55SEQ==","(Quest_Dracula1_1H-Crossbow)","(Quest_Dracula1_1H-Crossbow)"
"23055767-ccea-4455-8bf6-e0826068aad4","Z1cFI+rMVUSL9uCCYGiq1A==","(Quest_Dracula1_Bat_Plushy)","(Quest_Dracula1_Bat_Plushy)"
"fc7760a2-5196-4444-886f-af52d40d11d1","omB3/JZRRESIb69S1A0R0Q==","(Quest_Dracula1_BlunderBuss)","(Quest_Dracula1_BlunderBuss)"
"32eb2936-852e-448b-800d-d496d969f8a4","NinrMi6Fi0SADdSW2Wn4pA==","(Quest_Dracula1_ChestCoins_Large)","(Quest_Dracula1_ChestCoins_Large)"
"c7b605f0-d2b4-45ae-b991-cc2731afbb40","8AW2x7TSrkW5kcwnMa+7QA==","(Quest_Dracula1_ChestCoins_Medium)","(Quest_Dracula1_ChestCoins_Medium)"
"14ae3430-aa62-489e-b637-b79f2d95d8a7","MDSuFGKqnki2N7efLZXYpw==","(Quest_Dracula1_ChestCoins_Small)","(Quest_Dracula1_ChestCoins_Small)"
"2bca131c-0054-4ae5-a17b-535556c2cfb8","HBPKK1QA5Uqhe1NVVsLPuA==","(Quest_Dracula1_CoinStack_Small)","(Quest_Dracula1_CoinStack_Small)"
"12ebfc40-d2c9-4964-87fb-2a96d2e917a8","QPzrEsnSZEmH+yqW0ukXqA==","(Quest_Dracula1_CollectablePumpkin_Small)","(Quest_Dracula1_CollectablePumpkin_Small)"
"c416faab-2dc7-43e7-9154-c63d677b4202","q/oWxMct50ORVMY9Z3tCAg==","(Quest_Dracula1_Collectable_Large)","(Quest_Dracula1_Collectable_Large)"
"f20572ee-a26a-4db8-8f4c-d6e1d1842be9","7nIF8mqiuE2PTNbh0YQr6Q==","(Quest_Dracula1_Collectable_Small)","(Quest_Dracula1_Collectable_Small)"
"1678112b-b06f-484d-a5c3-f298d9b05a78","KxF4Fm+wTUilw/KY2bBaeA==","(Quest_Dracula1_Collectable_Wall)","(Quest_Dracula1_Collectable_Wall)"
"51d053e4-7c20-4da3-aae9-e94cf91d0c8d","5FPQUSB8o02q6elM+R0MjQ==","(Quest_Dracula1_Crossbow_Hunter)","(Quest_Dracula1_Crossbow_Hunter)"
"f5fe8f97-4d51-4ed2-8429-9685a9779037","l4/+9VFN0k6EKZaFqXeQNw==","(Quest_Dracula1_Flintlock)","(Quest_Dracula1_Flintlock)"
"be561c63-87c5-43b7-80d0-6365ecce7bbb","YxxWvsWHt0OA0GNl7M57uw==","(Quest_Dracula1_Hookshot_Sandbox)","(Quest_Dracula1_Hookshot_Sandbox)"
"73c875cc-ad3b-4ba3-917f-c06961f3bc07","zHXIczuto0uRf8BpYfO8Bw==","(Quest_Dracula1_MiniBossCoins_Bat)","(Quest_Dracula1_MiniBossCoins_Bat)"
"e94eefc7-4e7e-4f7e-b2d7-f3ba352837d1","x+9O6X5Ofk+y1/O6NSg30Q==","(Quest_Dracula1_MiniBossCoins_BoneMelee)","(Quest_Dracula1_MiniBossCoins_BoneMelee)"
"4c0d7b0c-8198-40cf-922c-392788a8d7ab","DHsNTJiBz0CSLDkniKjXqw==","(Quest_Dracula1_MiniBossCoins_BoneThrower)","(Quest_Dracula1_MiniBossCoins_BoneThrower)"
"55eccf96-575c-485f-8085-98ff15404ff7","ls/sVVxXX0iAhZj/FUBP9w==","(Quest_Dracula1_MiniBossCoins_Musket)","(Quest_Dracula1_MiniBossCoins_Musket)"
"1745131c-fd1c-4db0-9efc-45ee342abc87","HBNFFxz9sE2e/EXuNCq8hw==","(Quest_Dracula1_MiniBossCoins_Wolf)","(Quest_Dracula1_MiniBossCoins_Wolf)"
"91278263-6c5a-42eb-a470-9a2d32de8922","Y4InkVps60KkcJotMt6JIg==","(Quest_Dracula1_MiniBossSkeletonBone)","(Quest_Dracula1_MiniBossSkeletonBone)"
"00791e6a-11e3-442b-8127-56754ed23d8c","ah55AOMRK0SBJ1Z1TtI9jA==","(Quest_Dracula1_PitchFork)","(Quest_Dracula1_PitchFork)"
"e713f9ce-f8b1-4996-9089-a61c084a8e5c","zvkT57H4lkmQiaYcCEqOXA==","(Quest_Dracula1_Rake)","(Quest_Dracula1_Rake)"
"34bbfec0-15b4-4c7a-8f35-b14cc91f2fb8","wP67NLQVekyPNbFMyR8vuA==","(Quest_Dracula1_Shovel)","(Quest_Dracula1_Shovel)"
"862f7780-c873-44d7-a975-973657a8a14d","gHcvhnPI10SpdZc2V6ihTQ==","(Quest_Dracula1_SkeletonBone)","(Quest_Dracula1_SkeletonBone)"
"62db6e00-e52e-4d07-ae89-6f3c9b20ef51","AG7bYi7lB02uiW88myDvUQ==","(Quest_Goblin_FirePotion)","(Quest_Goblin_FirePotion)"
"4ca00357-4e86-4c59-ba81-560d36002549","VwOgTIZOWUy6gVYNNgAlSQ==","(Quest_Pirate1_BarStool)","(Quest_Pirate1_BarStool)"
"b5b2cced-3be0-495a-8e4e-705b4df582ae","7cyyteA7WkmOTnBbTfWCrg==","(Quest_Pirate1_BeerBottle)","(Quest_Pirate1_BeerBottle)"
"ef014f9c-0ee9-44ea-b737-4209cba7b108","nE8B7+kO6kS3N0IJy6exCA==","(Quest_Pirate1_BreakableFish)","(Quest_Pirate1_BreakableFish)"
"5b5f6158-c09b-4113-902c-2abcac86bd25","WGFfW5vAE0GQLCq8rIa9JQ==","(Quest_Pirate1_CoconutBomb)","(Quest_Pirate1_CoconutBomb)"
"fe1bb04d-7394-491b-b530-3adbf1d3f9b3","TbAb/pRzG0m1MDrb8dP5sw==","(Quest_Pirate1_CoinStack_Small)","(Quest_Pirate1_CoinStack_Small)"
"ba5f00cd-5084-4477-8ecb-d1e628ef0d2d","zQBfuoRQd0SOy9HmKO8NLQ==","(Quest_Pirate1_Flintlock)","(Quest_Pirate1_Flintlock)"
"9e73c6c1-96dd-44ba-b3a0-0605f91c6ffd","wcZznt2WukSzoAYF+Rxv/Q==","(Quest_Pirate1_FryingPan)","(Quest_Pirate1_FryingPan)"
"e4f54250-1701-4c52-8a6a-e306f2081727","UEL15AEXUkyKauMG8ggXJw==","(Quest_Pirate1_HookHand)","(Quest_Pirate1_HookHand)"
"764859c5-e936-43b0-a4a6-b0d9acb5f873","xVlIdjbpsEOkprDZrLX4cw==","(Quest_Pirate1_LostLoot)","(Quest_Pirate1_LostLoot)"
"4031150a-79ef-4be4-ab40-385586d82e04","ChUxQO955EurQDhVhtguBA==","(Quest_Pirate1_Mug)","(Quest_Pirate1_Mug)"
"f7f351bf-77ff-4d82-9f95-69cf66932590","v1Hz9/93gk2flWnPZpMlkA==","(Quest_Pirate1_Oar)","(Quest_Pirate1_Oar)"
"2d000b24-141a-46c3-ad0b-279a57980497","JAsALRoUw0atCyeaV5gElw==","(Quest_Pirate1_Plate)","(Quest_Pirate1_Plate)"
"65c0fddc-4a1d-4f10-9636-521d42b52bb3","3P3AZR1KEE+WNlIdQrUrsw==","(Quest_Pirate1_PushBroom)","(Quest_Pirate1_PushBroom)"
"83932f46-2f52-4e94-a25c-1cdfe371ed5b","Ri+Tg1IvlE6iXBzf43HtWw==","(Quest_Pirate1_RumJug)","(Quest_Pirate1_RumJug)"
"79c2bce6-d0a1-4411-a57a-87fa60193f14","5rzCeaHQEUSleof6YBk/FA==","(Quest_Pirate1_Standee_PhotoOp)","(Quest_Pirate1_Standee_PhotoOp)"
"99229e17-1fd3-4112-ab6e-da50d6cae6ee","F54imdMfEkGrbtpQ1srm7g==","(Quest_SciFi_AutomaticGun)","(Quest_SciFi_AutomaticGun)"
"4961d05e-75e0-4c73-b439-e74e525a9cc7","XtBhSeB1c0y0OedOUlqcxw==","(Quest_SciFi_Pistol)","(Quest_SciFi_Pistol)"
"d5615ba2-40f5-4dc1-b624-461897586f2f","olth1fVAwU22JEYYl1hvLw==","(Quest_SciFi_RailGun)","(Quest_SciFi_RailGun)"
"61f44ef3-58b0-451b-82a4-8b8701a2520e","8070YbBYG0WCpIuHAaJSDg==","(Quest_SciFi_Shotgun)","(Quest_SciFi_Shotgun)"
"dcb77c4d-67a2-4e79-8acc-49898021b347","TXy33KJneU6KzEmJgCGzRw==","(RCCarSandboxSet)","(RCCarSandboxSet)"
"933d5393-9d0f-4a63-8489-c2ae22e32d4d","k1M9kw+dY0qEicKuIuMtTQ==","(Radio)","(Radio)"
"52ee6576-1235-49b8-a552-db2774975829","dmXuUjUSuEmlUtsndJdYKQ==","(Railing_Guardrail_Auto_Sandbox)Variant","(Railing_Guardrail_Auto_Sandbox)Variant"
"afeafd22-5261-4ca6-8ffc-85da567b05fe","Iv3qr2FSpkyP/IXaVnsF/g==","(RecCenter_Cafe_CoffeePot)","(RecCenter_Cafe_CoffeePot)"
"ac75a12a-8fb9-41fa-87a1-e9c41ca71ea0","KqF1rLmP+kGHoenEHKceoA==","(RecCenter_Cafe_Mug)","(RecCenter_Cafe_Mug)"
